"","Alistipes_putredinis_DSM_17216","Bacteroides_eggerthii_DSM_20697","Bacteroides_ovatus_ATCC_8483","Bacteroides_pectinophilus_ATCC_43243","Bacteroides_stercoris_ATCC_43183","Bifidobacterium_dentium_ATCC_27678","Bifidobacterium_gallicum_DSM_20093","Campylobacter_concisus_13826","Catenibacterium_mitsuokai_DSM_15897","Clostridium_leptum_DSM_753","Clostridium_perfringens_ATCC_13124","Clostridium_scindens_ATCC_35704","Clostridium_spiroforme_DSM_1552","Collinsella_aerofaciens_ATCC_25986","Coprococcus_eutactus_ATCC_27759","Dorea_formicigenerans_ATCC_27755","Dorea_longicatena_DSM_13814","Eubacterium_dolichum_DSM_3991","Lactobacillus_fermentum_IFO_3956","Lactobacillus_helveticus_DPC_4571","Lactobacillus_johnsonii_NCC_533","Methanosphaera_stadtmanae_DSM_3091","Parabacteroides_johnsonii_DSM_18315","Ruminococcus_gnavus_ATCC_29149","Subdoligranulum_variabile_DSM_15176"
"Alistipes_putredinis_DSM_17216",0.107246376811594,0.102898550724638,0.111594202898551,0.11304347826087,0.102898550724638,0.127536231884058,0.110144927536232,0.117391304347826,0.11304347826087,0.11304347826087,0.143478260869565,0.11304347826087,0.107246376811594,0.110144927536232,0.12463768115942,0.131884057971014,0.0985507246376812,0.107246376811594,0.0971014492753623,0.130434782608696,0.128985507246377,0.110144927536232,0.105797101449275,0.121739130434783,0.126086956521739
"Bacteroides_eggerthii_DSM_20697",0.076049943246311,0.0976163450624291,0.106696935300795,0.0930760499432463,0.0964812712826334,0.104426787741203,0.0896708286038592,0.094211123723042,0.0862656072644722,0.0930760499432463,0.128263337116913,0.0919409761634506,0.0851305334846765,0.0919409761634506,0.102156640181612,0.112372304199773,0.0828603859250851,0.0839954597048808,0.0851305334846765,0.105561861520999,0.102156640181612,0.0862656072644722,0.0976163450624291,0.0987514188422247,0.105561861520999
"Bacteroides_ovatus_ATCC_8483",0.0745272525027809,0.0956618464961068,0.121245828698554,0.0901001112347052,0.100111234705228,0.113459399332592,0.0956618464961068,0.0934371523915462,0.0912124582869855,0.0967741935483871,0.131256952169077,0.0923248053392658,0.0867630700778643,0.0956618464961068,0.10789766407119,0.115684093437152,0.0912124582869855,0.085650723025584,0.0967741935483871,0.109010011123471,0.10678531701891,0.0834260289210234,0.10789766407119,0.10789766407119,0.111234705228031
"Bacteroides_pectinophilus_ATCC_43243",0.0794270833333333,0.0885416666666667,0.100260416666667,0.108072916666667,0.0872395833333333,0.108072916666667,0.100260416666667,0.106770833333333,0.0924479166666667,0.100260416666667,0.125,0.0963541666666667,0.0924479166666667,0.102864583333333,0.102864583333333,0.115885416666667,0.0833333333333333,0.08984375,0.08203125,0.111979166666667,0.10546875,0.0950520833333333,0.100260416666667,0.1015625,0.10546875
"Bacteroides_stercoris_ATCC_43183",0.0740331491712707,0.0928176795580111,0.107182320441989,0.087292817679558,0.0972375690607735,0.102762430939227,0.0883977900552486,0.0917127071823204,0.087292817679558,0.0861878453038674,0.122651933701657,0.0861878453038674,0.0806629834254144,0.0883977900552486,0.101657458563536,0.106077348066298,0.0839779005524862,0.0828729281767956,0.0850828729281768,0.102762430939227,0.100552486187845,0.081767955801105,0.0972375690607735,0.0983425414364641,0.104972375690608
"Bifidobacterium_dentium_ATCC_27678",0.0773955773955774,0.0823095823095823,0.104422604422604,0.0982800982800983,0.0835380835380835,0.133906633906634,0.108108108108108,0.105651105651106,0.103194103194103,0.100737100737101,0.132678132678133,0.103194103194103,0.097051597051597,0.100737100737101,0.113022113022113,0.121621621621622,0.0872235872235872,0.0958230958230958,0.100737100737101,0.125307125307125,0.121621621621622,0.0982800982800983,0.0995085995085995,0.115479115479115,0.117936117936118
"Bifidobacterium_gallicum_DSM_20093",0.0990415335463259,0.110223642172524,0.134185303514377,0.124600638977636,0.111821086261981,0.162939297124601,0.159744408945687,0.148562300319489,0.13258785942492,0.134185303514377,0.166134185303514,0.145367412140575,0.123003194888179,0.130990415335463,0.153354632587859,0.164536741214058,0.116613418530351,0.124600638977636,0.124600638977636,0.15814696485623,0.150159744408946,0.119808306709265,0.12779552715655,0.146964856230032,0.148562300319489
"Campylobacter_concisus_13826",0.0814249363867685,0.0826972010178117,0.0954198473282443,0.0954198473282443,0.0801526717557252,0.104325699745547,0.103053435114504,0.132315521628499,0.0903307888040712,0.0928753180661578,0.118320610687023,0.099236641221374,0.0877862595419847,0.094147582697201,0.104325699745547,0.118320610687023,0.0737913486005089,0.0928753180661578,0.0877862595419847,0.110687022900763,0.104325699745547,0.0979643765903308,0.099236641221374,0.0966921119592875,0.100508905852417
"Catenibacterium_mitsuokai_DSM_15897",0.080503144654088,0.0867924528301887,0.10440251572327,0.0981132075471698,0.0905660377358491,0.122012578616352,0.108176100628931,0.105660377358491,0.110691823899371,0.10188679245283,0.128301886792453,0.0981132075471698,0.10062893081761,0.0993710691823899,0.113207547169811,0.115723270440252,0.0880503144654088,0.10062893081761,0.0955974842767296,0.123270440251572,0.118238993710692,0.0930817610062893,0.10188679245283,0.115723270440252,0.115723270440252
"Clostridium_leptum_DSM_753",0.0794871794871795,0.0923076923076923,0.114102564102564,0.103846153846154,0.0935897435897436,0.125641025641026,0.106410256410256,0.106410256410256,0.101282051282051,0.112820512820513,0.142307692307692,0.105128205128205,0.0961538461538462,0.107692307692308,0.116666666666667,0.124358974358974,0.0974358974358974,0.0961538461538462,0.102564102564103,0.123076923076923,0.119230769230769,0.0974358974358974,0.108974358974359,0.117948717948718,0.123076923076923
