"","Alistipes_putredinis_DSM_17216","Bacteroides_eggerthii_DSM_20697","Bacteroides_ovatus_ATCC_8483","Bacteroides_pectinophilus_ATCC_43243","Bacteroides_stercoris_ATCC_43183","Bifidobacterium_dentium_ATCC_27678","Bifidobacterium_gallicum_DSM_20093","Campylobacter_concisus_13826","Catenibacterium_mitsuokai_DSM_15897","Clostridium_leptum_DSM_753","Clostridium_perfringens_ATCC_13124","Clostridium_scindens_ATCC_35704","Clostridium_spiroforme_DSM_1552","Collinsella_aerofaciens_ATCC_25986","Coprococcus_eutactus_ATCC_27759","Dorea_formicigenerans_ATCC_27755","Dorea_longicatena_DSM_13814","Eubacterium_dolichum_DSM_3991","Lactobacillus_fermentum_IFO_3956","Lactobacillus_helveticus_DPC_4571","Lactobacillus_johnsonii_NCC_533","Methanosphaera_stadtmanae_DSM_3091","Parabacteroides_johnsonii_DSM_18315","Ruminococcus_gnavus_ATCC_29149","Subdoligranulum_variabile_DSM_15176"
"Alistipes_putredinis_DSM_17216",0,0.0153061224489796,0.0255102040816327,0.0255102040816327,0.0153061224489796,0.0357142857142857,0.0612244897959184,0.0204081632653061,0.00510204081632653,0.0102040816326531,0.0153061224489796,0.00510204081632653,0.00510204081632653,0.0153061224489796,0.0153061224489796,0.0204081632653061,0.0102040816326531,0.0153061224489796,0.0306122448979592,0.0255102040816327,0.0306122448979592,0.0255102040816327,0.0204081632653061,0.00510204081632653,0.00510204081632653
"Bacteroides_eggerthii_DSM_20697",0.0531400966183575,0,0.00483091787439614,0.0241545893719807,0,0.0579710144927536,0.0241545893719807,0.0434782608695652,0,0.00483091787439614,0.0386473429951691,0,0,0.0241545893719807,0.00483091787439614,0.0338164251207729,0.00966183574879227,0.0193236714975845,0.0579710144927536,0.0628019323671498,0.0579710144927536,0.0483091787439614,0,0,0.00966183574879227
"Bacteroides_ovatus_ATCC_8483",0.0482233502538071,0.0126903553299492,0,0.0253807106598985,0.0050761421319797,0.0482233502538071,0.050761421319797,0.0456852791878173,0.0177664974619289,0.0126903553299492,0.0380710659898477,0.0101522842639594,0.0101522842639594,0.0279187817258883,0.0101522842639594,0.0355329949238579,0.0126903553299492,0.0355329949238579,0.0456852791878173,0.0558375634517767,0.0532994923857868,0.0456852791878173,0.00761421319796954,0.00761421319796954,0.0126903553299492
"Bacteroides_pectinophilus_ATCC_43243",0.0217391304347826,0.0181159420289855,0.0181159420289855,0,0.0072463768115942,0.0253623188405797,0.0036231884057971,0.0253623188405797,0.0072463768115942,0,0.0289855072463768,0,0,0,0.0036231884057971,0.0181159420289855,0.0036231884057971,0.0144927536231884,0.0326086956521739,0.036231884057971,0.0398550724637681,0.0144927536231884,0.0108695652173913,0,0
"Bacteroides_stercoris_ATCC_43183",0.0421836228287841,0.00744416873449132,0.00744416873449132,0.0173697270471464,0,0.0446650124069479,0.0446650124069479,0.0397022332506203,0.00744416873449132,0.00744416873449132,0.0297766749379653,0.00248138957816377,0.00248138957816377,0.0173697270471464,0.00744416873449132,0.0297766749379653,0.00744416873449132,0.0272952853598015,0.0446650124069479,0.0471464019851117,0.0446650124069479,0.0397022332506203,0.00248138957816377,0,0.00744416873449132
"Bifidobacterium_dentium_ATCC_27678",0.0129310344827586,0.00862068965517241,0.0129310344827586,0,0.0129310344827586,0,0.00431034482758621,0.00862068965517241,0.00431034482758621,0,0.021551724137931,0.00431034482758621,0,0.00431034482758621,0,0.00431034482758621,0,0.0129310344827586,0.0172413793103448,0.021551724137931,0.0258620689655172,0.00862068965517241,0.0129310344827586,0,0
"Bifidobacterium_gallicum_DSM_20093",0.0234741784037559,0.0187793427230047,0.0187793427230047,0.00469483568075117,0.00938967136150235,0.0328638497652582,0,0.0328638497652582,0.0140845070422535,0.00938967136150235,0.028169014084507,0.00469483568075117,0.00469483568075117,0.00469483568075117,0.00469483568075117,0.0234741784037559,0.00469483568075117,0.0187793427230047,0.0422535211267606,0.0422535211267606,0.0469483568075117,0.0187793427230047,0.0187793427230047,0,0.00469483568075117
"Campylobacter_concisus_13826",0.0178571428571429,0.0178571428571429,0.0223214285714286,0.0223214285714286,0.0133928571428571,0.03125,0.0267857142857143,0,0.00446428571428571,0.00446428571428571,0.0267857142857143,0.00446428571428571,0.00446428571428571,0.0223214285714286,0.00892857142857143,0.0133928571428571,0.00446428571428571,0.0178571428571429,0.0357142857142857,0.0401785714285714,0.0401785714285714,0.0223214285714286,0.0133928571428571,0.00446428571428571,0.00446428571428571
"Catenibacterium_mitsuokai_DSM_15897",0.0345622119815668,0.00691244239631336,0.0115207373271889,0.0138248847926267,0.00691244239631336,0.0391705069124424,0.0483870967741935,0.0345622119815668,0,0.00230414746543779,0.032258064516129,0,0,0.0138248847926267,0.00230414746543779,0.0253456221198157,0.00691244239631336,0.0299539170506912,0.043778801843318,0.0460829493087558,0.0460829493087558,0.0345622119815668,0.00921658986175115,0,0.00460829493087558
"Clostridium_leptum_DSM_753",0.024390243902439,0.018970189701897,0.016260162601626,0.016260162601626,0.00813008130081301,0.035230352303523,0.018970189701897,0.02710027100271,0.00813008130081301,0,0.029810298102981,0,0.00542005420054201,0.013550135501355,0,0.02710027100271,0.002710027100271,0.016260162601626,0.0487804878048781,0.0514905149051491,0.0514905149051491,0.021680216802168,0.010840108401084,0.002710027100271,0.002710027100271
